Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2011,2011,t,1786.31,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2012,2012,t,1826.9,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2013,2013,t,1702.96,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2014,2014,t,1725.06,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2015,2015,t,1647.82,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2016,2016,t,1583.33,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2017,2017,t,1687.87,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2018,2018,t,1713.22,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2019,2019,t,1656.92,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2020,2020,t,1640.35,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2021,2021,t,1627.96,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2022,2022,t,1623.23,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21511.01,Fat of pigs,2023,2023,t,1527.93,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2000,2000,t,21767,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2001,2001,t,23760,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2002,2002,t,25580,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2003,2003,t,29466,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2004,2004,t,36721,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2005,2005,t,41792,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2006,2006,t,38647,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2007,2007,t,32903,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2008,2008,t,32318,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2009,2009,t,27207,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2010,2010,t,21261,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2011,2011,t,22919.73,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2012,2012,t,22900,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2013,2013,t,23712,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2014,2014,t,24149.65,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2015,2015,t,22462.96,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2016,2016,t,23441.54,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2017,2017,t,22704.38,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2018,2018,t,22066.65,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2019,2019,t,22365.98,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2020,2020,t,21727.76,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2021,2021,t,20571.46,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,19334.31,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2023,2023,t,18033.12,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2000,2000,t,110.35,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2001,2001,t,139.48,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2002,2002,t,134.38,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2003,2003,t,116.69,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2004,2004,t,132.7,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2005,2005,t,126.9,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2006,2006,t,120.03,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2007,2007,t,134.2,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2008,2008,t,113.87,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2009,2009,t,102.52,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2010,2010,t,108.15,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2011,2011,t,110.79,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2012,2012,t,94.95,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2013,2013,t,109.12,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2014,2014,t,114.31,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2015,2015,t,110.44,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2016,2016,t,123.2,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2017,2017,t,124.61,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2018,2018,t,160.78,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2019,2019,t,161.36,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2020,2020,t,175.56,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2021,2021,t,178.2,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,143.35,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,21515,"Goat fat, unrendered",2023,2023,t,83.51,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2000,2000,ha,2,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2000,2000,t,10,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2001,2001,ha,2,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2001,2001,t,10,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2002,2002,ha,2,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2002,2002,t,10,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2003,2003,ha,2,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2003,2003,t,10,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2004,2004,ha,2,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2004,2004,t,10.64,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2005,2005,ha,2,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2005,2005,t,11.49,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2006,2006,ha,2,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2006,2006,t,10.86,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2007,2007,ha,2,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2007,2007,t,11.02,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2008,2008,ha,2,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2008,2008,t,11.17,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2009,2009,ha,2,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2009,2009,t,11.32,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2010,2010,ha,2,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2010,2010,t,11.2,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2011,2011,ha,1,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2011,2011,t,5.86,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2012,2012,ha,1,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2012,2012,t,4.37,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2013,2013,ha,1,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2013,2013,t,3.84,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2014,2014,ha,1,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2014,2014,t,3.47,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2015,2015,ha,1,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2015,2015,t,3.42,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2016,2016,ha,1,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2016,2016,t,3.54,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2017,2017,ha,1,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2017,2017,t,3.48,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2018,2018,ha,1,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2018,2018,t,3.38,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2019,2019,ha,1,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2019,2019,t,3.23,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2020,2020,ha,1,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2020,2020,t,2.68,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2021,2021,ha,1,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2021,2021,t,3.43,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2022,2022,ha,1,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2022,2022,t,3.45,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1351.02,Gooseberries,2023,2023,ha,1,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1351.02,Gooseberries,2023,2023,t,3.44,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2000,2000,ha,12665,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2000,2000,t,80100,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2001,2001,ha,11648,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2001,2001,t,71000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2002,2002,ha,17300,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2002,2002,t,118700,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2003,2003,ha,19646,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2003,2003,t,76400,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2004,2004,ha,18112,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2004,2004,t,165500,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2005,2005,ha,24793,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2005,2005,t,142000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2006,2006,ha,22616,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2006,2006,t,185000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2007,2007,ha,29616,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2007,2007,t,205000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2008,2008,ha,29310,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2008,2008,t,285000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2009,2009,ha,33422,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2009,2009,t,285000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2010,2010,ha,33428,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2010,2010,t,266000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2011,2011,ha,34060,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2011,2011,t,328000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2012,2012,ha,34562,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2012,2012,t,269000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2013,2013,ha,35331,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2013,2013,t,345000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2014,2014,ha,33761,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2014,2014,t,445000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2015,2015,ha,30750,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2015,2015,t,326000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2016,2016,ha,40251,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2016,2016,t,436000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2017,2017,ha,33981,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2017,2017,t,396000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2018,2018,ha,36086,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2018,2018,t,411510.66,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2019,2019,ha,35970,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2019,2019,t,413000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2020,2020,ha,35576,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2020,2020,t,457000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2021,2021,ha,35576,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2021,2021,t,370000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2022,2022,ha,34604,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2022,2022,t,532000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1330,Grapes,2023,2023,ha,34604,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1330,Grapes,2023,2023,t,532000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2000,2000,ha,7000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2000,2000,t,101000,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2001,2001,ha,6982,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2001,2001,t,100000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2002,2002,ha,6666,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2002,2002,t,93619.83,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2003,2003,ha,6738,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2003,2003,t,92589.36,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2004,2004,ha,6833,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2004,2004,t,91369.28,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2005,2005,ha,7115,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2005,2005,t,96500,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2006,2006,ha,7200,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2006,2006,t,100000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2007,2007,ha,6210,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2007,2007,t,90000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2008,2008,ha,6200,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2008,2008,t,85000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2009,2009,ha,10465,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2009,2009,t,90000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2010,2010,ha,6827,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2010,2010,t,54933.64,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2011,2011,ha,9228,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2011,2011,t,60500,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2012,2012,ha,9482,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2012,2012,t,80000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2013,2013,ha,9290,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2013,2013,t,90149.02,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2014,2014,ha,11128,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2014,2014,t,93865.82,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2015,2015,ha,9070,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2015,2015,t,71775.75,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2016,2016,ha,6640,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2016,2016,t,49250.46,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2017,2017,ha,3871,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2017,2017,t,26644.33,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2018,2018,ha,3809,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2018,2018,t,24939.35,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2019,2019,ha,3760,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2019,2019,t,23633.96,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2020,2020,ha,3323,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2020,2020,t,20965.83,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2021,2021,ha,3323,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2021,2021,t,19863.46,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2022,2022,ha,3320,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2022,2022,t,18933.93,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1290.01,Green corn (maize),2023,2023,ha,3320,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1290.01,Green corn (maize),2023,2023,t,18022.34,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2000,2000,ha,284,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2000,2000,t,1500,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2001,2001,ha,276,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2001,2001,t,1458,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2002,2002,ha,268,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2002,2002,t,1415,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2003,2003,ha,181,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2003,2003,t,1480,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2004,2004,ha,232,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2004,2004,t,1430,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2005,2005,ha,243,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2005,2005,t,1480,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2006,2006,ha,248,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2006,2006,t,1500,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2007,2007,ha,290,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2007,2007,t,1550,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2008,2008,ha,300,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2008,2008,t,1826.26,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2009,2009,ha,264,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2009,2009,t,1600,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2010,2010,ha,284,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1252,Green garlic,2010,2010,t,1714.48,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1252,Green garlic,2011,2011,ha,298,I,Imputed value,
