Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2008,2008,t,4977.05,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2009,2009,ha,736,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2009,2009,t,4900,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2010,2010,ha,850,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2010,2010,t,5600,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2011,2011,ha,1060,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2011,2011,t,6300,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2012,2012,ha,1186,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2012,2012,t,7800,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2013,2013,ha,949,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2013,2013,t,5991,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2014,2014,ha,764,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2014,2014,t,8880,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2015,2015,ha,871,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2015,2015,t,8150,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2016,2016,ha,851,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2016,2016,t,7970,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2017,2017,ha,630,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2017,2017,t,7220,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2018,2018,ha,665,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2018,2018,t,7070,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2019,2019,ha,648,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2019,2019,t,6411.39,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2020,2020,ha,712,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2020,2020,t,7099.7,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2021,2021,ha,712,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2021,2021,t,7314.04,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2022,2022,ha,1043,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2022,2022,t,10906.66,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,1043,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1241.9,"Other beans, green",2023,2023,t,11141.68,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2000,2000,ha,263,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2000,2000,t,3100,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2001,2001,ha,270,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2001,2001,t,3200,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2002,2002,ha,239,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2002,2002,t,3300,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2003,2003,ha,238,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2003,2003,t,2882.07,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2004,2004,ha,300,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2004,2004,t,3500,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2005,2005,ha,196,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2005,2005,t,2332.74,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2006,2006,ha,244,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2006,2006,t,2898.24,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2007,2007,ha,277,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2007,2007,t,3301.38,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2008,2008,ha,280,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2008,2008,t,3250,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2009,2009,ha,268,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2009,2009,t,3150,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2010,2010,ha,268,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2010,2010,t,3179.6,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2011,2011,ha,325,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2011,2011,t,3858.66,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2012,2012,ha,259,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2012,2012,t,3000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2013,2013,ha,240,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2013,2013,t,2851.19,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2014,2014,ha,161,A,Official figure,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2014,2014,t,1900,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2015,2015,ha,196,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2015,2015,t,2319.3,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2016,2016,ha,199,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2016,2016,t,2356.83,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2017,2017,ha,185,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2017,2017,t,2192.04,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2018,2018,ha,201,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2018,2018,t,2381.01,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2019,2019,ha,201,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2019,2019,t,2396.68,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2020,2020,ha,198,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2020,2020,t,2358.15,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2021,2021,ha,191,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2021,2021,t,2270.57,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2022,2022,ha,187,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2022,2022,t,2222.72,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,ha,192,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,t,2283.81,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2000,2000,ha,782,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2000,2000,t,8276.75,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2001,2001,ha,750,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2001,2001,t,8000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2002,2002,ha,800,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2002,2002,t,8500,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2003,2003,ha,795,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2003,2003,t,8448.09,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2004,2004,ha,803,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2004,2004,t,8454.19,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2005,2005,ha,807,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2005,2005,t,8417.79,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2006,2006,ha,814,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2006,2006,t,8400,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2007,2007,ha,828,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2007,2007,t,8500,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2008,2008,ha,850,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2008,2008,t,8600,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2009,2009,ha,880,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2009,2009,t,8700,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2010,2010,ha,873,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2010,2010,t,8509.5,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2011,2011,ha,880,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2011,2011,t,8450.18,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2012,2012,ha,870,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2012,2012,t,8200,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2013,2013,ha,899,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2013,2013,t,8372.11,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2014,2014,ha,930,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2014,2014,t,8551.82,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2015,2015,ha,951,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2015,2015,t,8575.87,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2016,2016,ha,927,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2016,2016,t,8594.57,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2017,2017,ha,921,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2017,2017,t,8612.11,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2018,2018,ha,927,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2018,2018,t,8624.69,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2019,2019,ha,929,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2019,2019,t,8630.7,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2020,2020,ha,944,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2020,2020,t,8560.41,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2021,2021,ha,948,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2021,2021,t,8539.89,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2022,2022,ha,954,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2022,2022,t,8545.64,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,960,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1329,"Other citrus fruit, n.e.c.",2023,2023,t,8551.38,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2000,2000,ha,6000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2000,2000,t,3056.08,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2001,2001,ha,6035,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2001,2001,t,3073.83,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2002,2002,ha,6200,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2002,2002,t,3100,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2003,2003,ha,6089,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2003,2003,t,3125.73,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2004,2004,ha,6030,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2004,2004,t,3144.4,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2005,2005,ha,6193,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2005,2005,t,3159.27,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2006,2006,ha,6200,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2006,2006,t,3173.04,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2007,2007,ha,6200,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2007,2007,t,3183.3,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2008,2008,ha,6203,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2008,2008,t,3194.98,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2009,2009,ha,6846,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2009,2009,t,3537.63,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2010,2010,ha,6818,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2010,2010,t,3534.4,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2011,2011,ha,6944,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2011,2011,t,3611.16,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2012,2012,ha,7069,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2012,2012,t,3687.92,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2013,2013,ha,7193,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2013,2013,t,3764.68,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2014,2014,ha,7241,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2014,2014,t,3803.39,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2015,2015,ha,7359,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2015,2015,t,3913.64,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2016,2016,ha,7495,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2016,2016,t,4016.68,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2017,2017,ha,7660,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2017,2017,t,3911.24,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2018,2018,ha,7430,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2018,2018,t,3873.93,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2019,2019,ha,7249,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2019,2019,t,3837.88,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2020,2020,ha,7737,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2020,2020,t,4101.22,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2021,2021,ha,7888,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2021,2021,t,3937.68,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2022,2022,ha,7625,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2022,2022,t,3958.93,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2023,2023,ha,7750,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1929.9,"Other fibre crops, raw, n.e.c.",2023,2023,t,3999.28,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2000,2000,ha,900,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2000,2000,t,18000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2001,2001,ha,933,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2001,2001,t,18482.12,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2002,2002,ha,950,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2002,2002,t,19000,E,Estimated value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2003,2003,ha,980,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2003,2003,t,18884.95,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2004,2004,ha,1005,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2004,2004,t,19068.92,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2005,2005,ha,1031,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2005,2005,t,19250.44,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2006,2006,ha,1059,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2006,2006,t,19429.51,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2007,2007,ha,1089,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2007,2007,t,19606.9,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2008,2008,ha,1121,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2008,2008,t,19783.38,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2009,2009,ha,1156,I,Imputed value,
QCL,Crops and livestock products,554,New Zealand,5510,Production,1359.9,"Other fruits, n.e.c.",2009,2009,t,19959.54,I,Imputed value,
